Team,Name,Number,Sets Played,Matches Played,Kills,Kills/Set,Errors,Total Attempts,Hitting Percentage,Assists,Assists/Set,Service Aces,Service Aces/Set,Digs,Digs/Set,Receptions,Reception Errors,Block Solo,Block Assist,Total Blocks,Blocks/Set
Mount Union,Koknat Noah,11,6,4,11,1.83,2,26,.346,0,0.00,1,0.17,8,1.33,1,14,0,0,0,0.00
Mount Union,Heldt Louden,12,47,17,65,1.38,8,112,.509,14,0.30,4,0.09,33,0.70,0,8,7,13,20.0,0.43
Mount Union,Kaiser Max,16,10,6,5,0.50,0,10,.500,62,6.20,1,0.10,14,1.40,0,1,0,0,0,0.00
Mount Union,Cross Andrew,17,60,17,104,1.73,20,198,.424,3,0.05,0,0.00,10,0.17,1,8,24,38,62.0,1.03
Mount Union,Trzeciak Luke,18,96,27,251,2.61,128,604,.204,19,0.20,17,0.18,137,1.43,36,556,11,29,40.0,0.42
Mount Union,Nussdorfer Jacob,19,27,13,28,1.04,18,90,.111,2,0.07,2,0.07,8,0.30,0,3,2,3,5.0,0.19
Mount Union,Dole Lucas,20,2,2,1,0.50,4,5,-.600,1,0.50,1,0.50,6,3.00,1,8,0,0,0,0.00
Mount Union,Yarosh Jakob,21,29,13,10,0.34,4,22,.273,2,0.07,3,0.10,17,0.59,7,26,1,0,1.0,0.03
Mount Union,Owen Jonathon,24,36,12,1,0.03,1,2,.000,1,0.03,4,0.11,9,0.25,0,0,0,0,0,0.00
Wabash,Rivera Luis,1,45,13,8,0.18,3,23,.217,6,0.13,2,0.04,58,1.29,11,196,0,0,0,0.00
Wabash,Walsh Ty,2,18,13,11,0.61,6,24,.208,0,0.00,0,0.00,2,0.11,0,0,5,5,10.0,0.56
Wabash,Davis Luke,8,87,28,122,1.40,107,419,.036,12,0.14,13,0.15,133,1.53,28,468,2,14,16.0,0.18
Wabash,Small Zachary,11,88,26,17,0.19,4,64,.203,228,2.59,7,0.08,196,2.23,24,361,1,9,10.0,0.11
Wabash,Alvizo Julian,12,75,26,0,0.00,0,2,.000,7,0.09,15,0.20,18,0.24,0,0,0,0,0,0.00
Wabash,Zlvizo Julian,12,3,1,0,0.00,0,0,0,0,0.00,0,0.00,2,0.67,0,0,0,0,0,0.00
Wabash,Heckman Sam,13,9,6,1,0.11,4,12,-.250,0,0.00,0,0.00,4,0.44,0,0,0,4,4.0,0.44
Wabash,Leeper Jackson,15,97,28,196,2.02,53,428,.334,10,0.10,22,0.23,36,0.37,0,3,39,50,89.0,0.92
Wabash,Beikes Will,16,77,24,36,0.47,18,132,.136,628,8.16,14,0.18,121,1.57,0,4,6,10,16.0,0.21
Wabash,Meadors Carson,21,58,22,36,0.62,25,120,.092,8,0.14,5,0.09,74,1.28,15,231,0,6,6.0,0.10
Wabash,Sessions Ricky,24,95,28,274,2.88,148,744,.169,16,0.17,16,0.17,206,2.17,28,484,7,27,34.0,0.36
Wabash,Enz Michael,25,93,28,25,0.27,9,66,.242,4,0.04,4,0.04,22,0.24,2,6,10,41,51.0,0.55
Wabash,Volk Patrick,26,94,28,293,3.12,158,730,.185,12,0.13,24,0.26,156,1.66,3,5,8,26,34.0,0.36
Nichols,Urbanski Dylan,1,95,28,47,0.49,12,107,.327,845,8.89,28,0.29,127,1.34,1,5,6,40,46.0,0.48
Nichols,Zawistowski Matthew,2,65,22,1,0.02,0,2,.500,2,0.03,10,0.15,19,0.29,0,1,0,0,0,0.00
Nichols,Kekati Sachio,3,23,14,19,0.83,9,43,.233,0,0.00,14,0.61,13,0.57,2,20,0,4,4.0,0.17
Nichols,Martin Nick,4,75,27,29,0.39,8,54,.389,147,1.96,19,0.25,44,0.59,0,6,1,5,6.0,0.08
Nichols,Basco Nicholas,5,107,30,2,0.02,0,7,.286,63,0.59,6,0.06,189,1.77,36,591,0,0,0,0.00
Nichols,Bender Adam,6,16,9,22,1.38,12,43,.233,3,0.19,0,0.00,12,0.75,1,14,0,2,2.0,0.13
Nichols,McCabe Conor,7,26,14,47,1.81,14,92,.359,3,0.12,4,0.15,23,0.88,0,5,1,7,8.0,0.31
Nichols,Harasyko Jake,8,98,29,125,1.28,62,314,.201,11,0.11,9,0.09,72,0.73,16,198,9,25,34.0,0.35
Nichols,Porter Cody,9,11,8,0,0.00,0,0,0,1,0.09,5,0.45,4,0.36,1,4,0,0,0,0.00
Nichols,Callahan Jack,10,8,4,5,0.63,4,16,.063,0,0.00,12,1.50,4,0.50,1,4,0,0,0,0.00
Nichols,Knapp Dylan,11,101,29,182,1.80,63,351,.339,6,0.06,12,0.12,35,0.35,1,6,8,54,62.0,0.61
Nichols,Martinez Luis,12,89,27,275,3.09,134,619,.228,20,0.22,34,0.38,130,1.46,9,41,4,26,30.0,0.34
Nichols,Mercado Carlos,13,101,28,292,2.89,109,681,.269,94,0.93,37,0.37,117,1.16,23,381,2,16,18.0,0.18
Nichols,Bennett KG,16,19,8,22,1.16,13,41,.220,0,0.00,3,0.16,7,0.37,0,0,3,7,10.0,0.53
Nichols,McKee Parker,18,36,14,1,0.03,0,4,.250,4,0.11,0,0.00,33,0.92,0,7,0,0,0,0.00
Nichols,Soracco Tanner,23,96,27,229,2.39,72,461,.341,11,0.11,33,0.34,114,1.19,21,153,17,64,81.0,0.84
Suny Potsdam,Rogers Zaire,3,108,31,159,1.47,98,481,.127,42,0.39,12,0.11,173,1.60,10,105,3,37,40.0,0.37
Suny Potsdam,Tenhagen Duncan,4,108,32,173,1.60,101,542,.133,26,0.24,46,0.43,211,1.95,20,586,2,13,15.0,0.14
Suny Potsdam,Perez Fernando,5,82,26,4,0.05,2,7,.286,3,0.04,5,0.06,22,0.27,5,19,0,0,0,0.00
Suny Potsdam,Anderson Michael,6,27,16,8,0.30,1,19,.368,70,2.59,4,0.15,17,0.63,0,1,0,0,0,0.00
Suny Potsdam,Zimmerman Joe,8,96,28,334,3.48,130,864,.236,17,0.18,33,0.34,192,2.00,20,458,1,20,21.0,0.22
Suny Potsdam,Colesante Cooper,9,101,30,60,0.59,21,181,.215,713,7.06,38,0.38,147,1.46,1,18,7,46,53.0,0.52
Suny Potsdam,Kilinski Matt,10,96,28,154,1.60,65,339,.263,4,0.04,15,0.16,22,0.23,1,12,19,55,74.0,0.77
Suny Potsdam,Murray Sean,11,48,21,46,0.96,12,91,.374,3,0.06,3,0.06,12,0.25,0,1,7,24,31.0,0.65
Suny Potsdam,Roy Alec,13,56,23,16,0.29,6,62,.161,144,2.57,7,0.13,39,0.70,0,3,1,5,6.0,0.11
Suny Potsdam,Shemik Tom,14,110,32,1,0.01,6,21,-.238,17,0.15,3,0.03,218,1.98,57,593,0,0,0,0.00
Suny Potsdam,Hendler Jason,15,93,27,149,1.60,66,329,.252,4,0.04,18,0.19,32,0.34,0,6,15,48,63.0,0.68
Suny Potsdam,Day Sam,25,40,19,30,0.75,20,97,.103,4,0.10,9,0.23,23,0.58,5,60,2,5,7.0,0.18
Suny Potsdam,McGarry Cam,42,8,5,1,0.13,1,3,.000,0,0.00,0,0.00,1,0.13,0,0,0,0,0,0.00
Aurora,Gobetz Conor,1,4,4,0,0.00,0,0,0,0,0.00,0,0.00,1,0.25,0,0,0,0,0,0.00
Aurora,Anderson Nathan,2,86,25,0,0.00,0,6,.000,33,0.38,15,0.17,117,1.36,9,173,0,0,0,0.00
Aurora,Nonhof Alex,4,93,26,0,0.00,0,17,.000,79,0.85,0,0.00,258,2.77,26,444,0,0,0,0.00
Aurora,Dunn Kevin,5,9,6,0,0.00,0,0,0,1,0.11,2,0.22,3,0.33,0,1,0,0,0,0.00
Aurora,McClellan Jay,6,6,3,0,0.00,0,0,0,2,0.33,0,0.00,1,0.17,0,0,0,0,0,0.00
Aurora,Salihu Albion,7,6,3,1,0.17,0,1,1.000,1,0.17,0,0.00,3,0.50,0,7,0,0,0,0.00
Aurora,Carr Davis,8,2,2,0,0.00,0,2,.000,0,0.00,0,0.00,0,0.00,3,6,0,1,1.0,0.50
Aurora,Nelson Matthew,9,87,26,190,2.18,101,502,.177,27,0.31,10,0.11,124,1.43,29,431,4,37,41.0,0.47
Aurora,Maglaya Ayden,10,11,7,0,0.00,1,1,-1.000,1,0.09,0,0.00,1,0.09,3,7,0,0,0,0.00
Aurora,Bayner Austin,12,32,12,50,1.56,56,171,-.035,2,0.06,2,0.06,28,0.88,6,136,1,5,6.0,0.19
Aurora,Meier Lucas,13,31,12,49,1.58,25,134,.179,2,0.06,0,0.00,13,0.42,1,2,3,18,21.0,0.68
Aurora,McKee Martin,14,87,26,67,0.77,40,225,.120,5,0.06,10,0.11,20,0.23,0,6,5,67,72.0,0.83
Aurora,Scharosch Mateo,15,66,21,132,2.00,76,357,.157,14,0.21,14,0.21,79,1.20,11,270,1,31,32.0,0.48
Aurora,Vescova AJ,16,6,4,1,0.17,0,1,1.000,7,1.17,1,0.17,4,0.67,0,0,0,0,0,0.00
Aurora,Dail Solomon,17,2,1,5,2.50,1,7,.571,0,0.00,0,0.00,2,1.00,0,0,0,1,1.0,0.50
Aurora,Schober Derek,18,54,22,3,0.06,9,22,-.273,3,0.06,9,0.17,12,0.22,2,7,0,0,0,0.00
Aurora,Deacon Mitchell,19,20,9,31,1.55,21,82,.122,0,0.00,1,0.05,3,0.15,1,5,0,12,12.0,0.60
Aurora,McCray Quentin,20,9,7,5,0.56,0,16,.313,0,0.00,0,0.00,2,0.22,0,0,1,7,8.0,0.89
Aurora,Wiatrowski Reece,21,72,26,3,0.04,2,12,.083,6,0.08,4,0.06,30,0.42,7,113,0,0,0,0.00
Aurora,Gebala Adam,22,53,20,92,1.74,66,257,.101,4,0.08,1,0.02,14,0.26,0,0,2,24,26.0,0.49
Aurora,Kane Ethan,23,22,15,33,1.50,26,84,.083,1,0.05,1,0.05,6,0.27,1,16,0,2,2.0,0.09
Aurora,McCormack John,24,90,26,218,2.42,60,434,.364,10,0.11,25,0.28,40,0.44,1,6,9,72,81.0,0.90
Aurora,Wiatrowski Rylan,25,45,20,0,0.00,0,2,.000,0,0.00,6,0.13,8,0.18,0,0,0,0,0,0.00
Aurora,Karwin James,27,93,26,139,1.49,37,303,.337,748,8.04,56,0.60,169,1.82,0,6,7,31,38.0,0.41
Aurora,Rodarte Gunner,29,14,9,14,1.00,11,45,.067,1,0.07,0,0.00,5,0.36,0,0,0,7,7.0,0.50
Benedictine,Vasquez Kyle,1,92,26,4,0.04,0,10,.400,72,0.78,0,0.00,293,3.18,29,508,0,0,0,0.00
Benedictine,Chanthalangsy Noah,2,35,16,0,0.00,0,0,0,3,0.09,2,0.06,43,1.23,4,59,0,0,0,0.00
Benedictine,Feudner Zander,4,56,22,0,0.00,0,0,0,6,0.11,10,0.18,25,0.45,0,4,0,0,0,0.00
Benedictine,Barbeau Max,5,39,19,1,0.03,0,1,1.000,0,0.00,2,0.05,5,0.13,0,0,0,0,0,0.00
Benedictine,Khaitan Sanchit,6,86,26,41,0.48,6,113,.310,798,9.28,13,0.15,155,1.80,0,7,1,18,19.0,0.22
Benedictine,Samaras Trace,7,3,3,0,0.00,0,0,0,0,0.00,0,0.00,1,0.33,0,0,0,0,0,0.00
Benedictine,Olson Chandler,8,21,10,6,0.29,8,21,-.095,105,5.00,0,0.00,11,0.52,0,0,0,5,5.0,0.24
Benedictine,Radomski Martin,9,93,26,224,2.41,88,615,.221,24,0.26,10,0.11,140,1.51,19,510,6,16,22.0,0.24
Benedictine,Armstrong Cooper,10,81,25,171,2.11,89,461,.178,13,0.16,11,0.14,85,1.05,11,171,3,29,32.0,0.40
Benedictine,Nuudel Daniel,11,2,2,0,0.00,0,0,0,1,0.50,0,0.00,0,0.00,0,0,0,1,1.0,0.50
Benedictine,Rice Brayden,12,26,14,27,1.04,10,64,.266,1,0.04,1,0.04,10,0.38,5,56,1,5,6.0,0.23
Benedictine,Mulcahey Declan,13,9,7,2,0.22,1,4,.250,0,0.00,0,0.00,1,0.11,0,0,0,0,0,0.00
Benedictine,Cardenas Jordan,15,26,15,0,0.00,0,1,.000,2,0.08,2,0.08,21,0.81,3,46,0,0,0,0.00
Benedictine,Olson Chase,16,92,26,253,2.75,47,418,.493,5,0.05,19,0.21,29,0.32,3,9,23,55,78.0,0.85
Benedictine,O'Toole Eoin,17,78,25,83,1.06,25,172,.337,2,0.03,7,0.09,26,0.33,0,4,14,55,69.0,0.88
Benedictine,Pate Gabriel,21,7,7,1,0.14,3,13,-.154,0,0.00,0,0.00,2,0.29,0,0,1,2,3.0,0.43
Benedictine,Almarales Brannen,22,65,21,143,2.20,78,392,.166,5,0.08,15,0.23,111,1.71,1,7,6,34,40.0,0.62
Benedictine,Klimisch Nathan,23,42,11,133,3.17,69,345,.186,7,0.17,4,0.10,52,1.24,9,179,2,11,13.0,0.31
Benedictine,Hayes Mason,24,22,12,16,0.73,7,46,.196,0,0.00,2,0.09,3,0.14,0,3,4,11,15.0,0.68
Concordia Chicago,Rosen Blake,1,107,28,1,0.01,3,17,-.118,81,0.76,0,0.00,253,2.36,39,575,0,0,0,0.00
Concordia Chicago,Davis-Williams Tavarus,2,9,4,6,0.67,2,21,.190,0,0.00,0,0.00,1,0.11,0,1,1,4,5.0,0.56
Concordia Chicago,Campbell Colby,3,97,26,75,0.77,24,203,.251,6,0.06,10,0.10,27,0.28,1,10,19,89,108.0,1.11
Concordia Chicago,Vozenilek Luke,4,96,26,369,3.84,140,881,.260,19,0.20,29,0.30,181,1.89,28,556,9,61,70.0,0.73
Concordia Chicago,Padron Jose,6,45,16,51,1.13,44,191,.037,9,0.20,10,0.22,50,1.11,9,190,3,10,13.0,0.29
Concordia Chicago,Vales David,7,80,24,101,1.26,73,360,.078,17,0.21,14,0.18,118,1.48,28,350,1,24,25.0,0.31
Concordia Chicago,Johnson Timothy,8,2,2,0,0.00,0,0,0,1,0.50,0,0.00,1,0.50,0,0,0,0,0,0.00
Concordia Chicago,Holubek Tyler,9,104,28,380,3.65,178,923,.219,10,0.10,20,0.19,200,1.92,3,49,6,49,55.0,0.53
Concordia Chicago,Erickson Vladimir,10,29,11,15,0.52,11,52,.077,0,0.00,0,0.00,5,0.17,0,0,2,23,25.0,0.86
Concordia Chicago,Mosher Elijah,11,108,28,69,0.64,17,189,.275,939,8.69,25,0.23,171,1.58,1,4,4,58,62.0,0.57
Concordia Chicago,Livesay Christopher,12,91,25,0,0.00,1,1,-1.000,7,0.08,13,0.14,45,0.49,1,8,0,0,0,0.00
Concordia Chicago,Gaetto Van,15,16,7,19,1.19,13,40,.150,1,0.06,2,0.13,15,0.94,2,40,0,3,3.0,0.19
Concordia Chicago,Bullens Kevin,16,2,1,0,0.00,0,1,.000,12,6.00,0,0.00,0,0.00,0,0,0,0,0,0.00
Concordia Chicago,Moller Andrej,18,94,27,114,1.21,48,287,.230,3,0.03,3,0.03,12,0.13,0,1,8,72,80.0,0.85
Concordia Chicago,Lams Matthew,21,13,7,9,0.69,7,28,.071,0,0.00,0,0.00,3,0.23,0,1,0,3,3.0,0.23
Concordia Chicago,Garcia Dionte,24,91,27,0,0.00,0,1,.000,18,0.20,17,0.19,57,0.63,8,110,0,0,0,0.00
Edgewood,Mills Harrison,1,53,19,33,0.62,51,134,-.134,5,0.09,10,0.19,48,0.91,12,210,0,2,2.0,0.04
Edgewood,Reynolds Bradley,2,37,19,36,0.97,26,87,.115,1,0.03,6,0.16,28,0.76,5,64,0,0,0,0.00
Edgewood,Bruns Jacob,3,69,26,1,0.01,0,7,.143,6,0.09,9,0.13,27,0.39,1,37,0,0,0,0.00
Edgewood,Patterson Gavin,4,79,23,166,2.10,113,493,.108,18,0.23,16,0.20,125,1.58,15,313,8,25,33.0,0.42
Edgewood,Griffith Dylan,5,86,25,3,0.03,0,19,.158,62,0.72,0,0.00,246,2.86,22,459,0,0,0,0.00
Edgewood,Hoffmann Andrew,6,38,22,17,0.45,6,38,.289,4,0.11,8,0.21,17,0.45,0,5,0,2,2.0,0.05
Edgewood,Hastreiter Wil,7,46,20,23,0.50,21,82,.024,3,0.07,8,0.17,46,1.00,5,73,1,0,1.0,0.02
Edgewood,Gehrke Will,8,83,25,38,0.46,15,107,.215,657,7.92,14,0.17,157,1.89,1,8,3,30,33.0,0.40
Edgewood,Chapman Jake,11,82,26,187,2.28,67,378,.317,4,0.05,7,0.09,46,0.56,0,4,8,51,59.0,0.72
Edgewood,Hill-Zastrow Ryder,12,88,26,193,2.19,96,564,.172,9,0.10,5,0.06,61,0.69,8,57,14,31,45.0,0.51
Edgewood,Dermody Max,13,69,25,102,1.48,83,367,.052,3,0.04,19,0.28,108,1.57,25,387,3,13,16.0,0.23
Edgewood,Nettesheim Kevin,16,51,21,71,1.39,22,153,.320,3,0.06,0,0.00,12,0.24,0,7,4,31,35.0,0.69
Edgewood,Wrobel Bryce,17,21,14,5,0.24,0,14,.357,62,2.95,5,0.24,19,0.90,0,0,0,1,1.0,0.05
Edgewood,Hartjes Owen,18,52,22,66,1.27,30,163,.221,3,0.06,2,0.04,14,0.27,0,4,6,18,24.0,0.46
Edgewood,Talbott Keegan,20,23,12,0,0.00,1,3,-.333,39,1.70,1,0.04,13,0.57,0,2,0,0,0,0.00
Marian,Velasco Aaron,1,87,24,49,0.56,30,158,.120,41,0.47,15,0.17,263,3.02,27,494,1,2,3.0,0.03
Marian,Kendrick CJ,2,3,3,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,1,2,0,0,0,0.00
Marian,Preuss Tristan,3,1,1,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0.00
Marian,Pham Chris,4,3,3,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0.00
Marian,Reynolds AJ,5,4,3,1,0.25,1,3,.000,0,0.00,0,0.00,1,0.25,0,0,0,0,0,0.00
Marian,Stasch Nick,6,37,18,2,0.05,4,19,-.105,162,4.38,2,0.05,24,0.65,0,1,1,10,11.0,0.30
Marian,Wills Derek,7,84,23,266,3.17,114,721,.211,13,0.15,13,0.15,160,1.90,20,537,8,30,38.0,0.45
Marian,Sawyer Tariq,8,1,1,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0.00
Marian,Duley Andrew,9,5,5,0,0.00,0,0,0,3,0.60,0,0.00,0,0.00,0,0,0,0,0,0.00
Marian,Rey Marc,10,79,23,44,0.56,22,125,.176,4,0.05,3,0.04,14,0.18,0,6,11,48,59.0,0.75
Marian,Dreifuerst Isaac,11,80,23,235,2.94,82,554,.276,8,0.10,7,0.09,64,0.80,14,155,10,28,38.0,0.48
Marian,Velasco Javean,12,12,6,2,0.17,1,6,.167,0,0.00,3,0.25,6,0.50,0,1,1,1,2.0,0.17
Marian,Miller Ayja,13,81,24,17,0.21,13,78,.051,656,8.10,12,0.15,128,1.58,2,8,4,16,20.0,0.25
Marian,Muller Cam,14,84,23,243,2.89,103,614,.228,8,0.10,34,0.40,117,1.39,0,4,12,38,50.0,0.60
Marian,Linn Matthew,15,2,2,3,1.50,0,4,.750,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0.00
Marian,Cypret Jacob,16,6,4,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0.00
Marian,Ouranitsas-Hayes Keanu,17,87,24,120,1.38,42,274,.285,0,0.00,3,0.03,34,0.39,0,1,13,62,75.0,0.86
Marian,Sapita Robbie,19,3,2,0,0.00,0,3,.000,1,0.33,1,0.33,0,0.00,1,1,0,0,0,0.00
Marian,Pulphus Dante,23,67,23,1,0.01,0,2,.500,2,0.03,9,0.13,34,0.51,0,9,0,0,0,0.00
Marian,Combs Carzell,25,48,18,0,0.00,1,4,-.250,14,0.29,1,0.02,104,2.17,8,201,0,0,0,0.00
Marian,Goo Sun Trent,26,71,23,1,0.01,3,9,-.222,3,0.04,19,0.27,33,0.46,4,39,1,0,1.0,0.01
MSOE,Kirnberger Kenny,1,46,11,1,0.02,3,11,-.182,19,0.41,0,0.00,123,2.67,6,146,0,0,0,0.00
MSOE,Seitz Eli,3,7,6,0,0.00,0,0,0,1,0.14,0,0.00,3,0.43,0,0,0,0,0,0.00
MSOE,Seymour Dixon,4,88,25,3,0.03,1,19,.105,33,0.38,3,0.03,146,1.66,22,456,0,0,0,0.00
MSOE,Chavez Matthew,7,9,4,2,0.22,2,9,.000,44,4.89,2,0.22,14,1.56,0,1,0,2,2.0,0.22
MSOE,Pineda David,8,3,2,0,0.00,3,7,-.429,0,0.00,0,0.00,3,1.00,0,7,0,1,1.0,0.33
MSOE,Cretors Alex,9,72,22,78,1.08,54,273,.088,1,0.01,14,0.19,101,1.40,12,211,1,7,8.0,0.11
MSOE,Shavitz Carter,10,88,24,287,3.26,126,753,.214,10,0.11,22,0.25,159,1.81,11,470,8,28,36.0,0.41
MSOE,Simpson Ted,11,78,23,148,1.90,75,452,.162,4,0.05,10,0.13,123,1.58,0,3,5,21,26.0,0.33
MSOE,Clausz Tommy,12,89,24,170,1.91,58,348,.322,16,0.18,29,0.33,68,0.76,0,21,12,56,68.0,0.76
MSOE,Charapata Aidan,13,54,18,12,0.22,3,28,.321,4,0.07,18,0.33,20,0.37,0,3,2,8,10.0,0.19
MSOE,Stachura Nick,14,95,25,58,0.61,33,180,.139,882,9.28,22,0.23,167,1.76,0,9,7,42,49.0,0.52
MSOE,Zippay James,15,53,21,112,2.11,50,331,.187,8,0.15,5,0.09,66,1.25,10,246,3,8,11.0,0.21
MSOE,Wolf John,17,91,25,101,1.11,40,217,.281,4,0.04,7,0.08,35,0.38,0,2,6,52,58.0,0.64
MSOE,Mueller Eric,20,31,11,52,1.68,32,129,.155,2,0.06,2,0.06,21,0.68,0,1,1,12,13.0,0.42
MSOE,Cherukuru Sai,22,2,1,2,1.00,1,5,.200,1,0.50,0,0.00,0,0.00,0,0,0,1,1.0,0.50
MSOE,Glashagel Ian,23,53,20,125,2.36,65,351,.171,8,0.15,18,0.34,65,1.23,13,290,2,10,12.0,0.23
Rockford,Karpenko Danny,1,65,22,77,1.18,44,208,.159,5,0.08,21,0.32,21,0.32,1,10,5,14,19.0,0.29
Rockford,Albers Josh,2,74,22,26,0.35,14,77,.156,550,7.43,25,0.34,116,1.57,0,3,12,17,29.0,0.39
Rockford,Dixon Isaiah,3,70,21,159,2.27,74,456,.186,10,0.14,19,0.27,84,1.20,34,284,2,12,14.0,0.20
Rockford,Peed Walkyr,4,4,4,1,0.25,0,1,1.000,0,0.00,1,0.25,3,0.75,0,1,0,0,0,0.00
Rockford,Bates Da'Quan,5,74,22,1,0.01,5,19,-.211,25,0.34,0,0.00,158,2.14,33,255,0,0,0,0.00
Rockford,Abad Isaac,6,8,6,0,0.00,0,0,0,0,0.00,1,0.13,0,0.00,1,3,0,0,0,0.00
Rockford,Jones Derek,7,46,17,55,1.20,58,181,-.017,2,0.04,6,0.13,34,0.74,6,42,5,11,16.0,0.35
Rockford,Hinckley Joseph,8,46,19,55,1.20,49,176,.034,3,0.07,3,0.07,47,1.02,15,107,2,4,6.0,0.13
Rockford,Vana Nathan,9,49,18,74,1.51,58,218,.073,1,0.02,1,0.02,42,0.86,0,5,1,5,6.0,0.12
Rockford,McNear Connor,10,69,21,105,1.52,47,266,.218,6,0.09,14,0.20,33,0.48,0,9,17,24,41.0,0.59
Rockford,Magdadaro Nick,13,47,19,1,0.02,1,2,.000,2,0.04,1,0.02,41,0.87,1,29,0,0,0,0.00
Rockford,Seger Matthew,16,71,22,6,0.08,14,57,-.140,6,0.08,6,0.08,69,0.97,18,243,0,0,0,0.00
Rockford,Santillan Joaquin,17,54,21,102,1.89,70,268,.119,3,0.06,10,0.19,53,0.98,22,170,3,1,4.0,0.07
Rockford,Peden PJ,21,1,1,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0.00
Rockford,Simons Nathan,22,33,17,4,0.12,12,38,-.211,0,0.00,0,0.00,18,0.55,9,67,0,2,2.0,0.06
Lakeland,Henson Hunter,1,86,24,196,2.28,87,454,.240,5,0.06,16,0.19,74,0.86,12,121,3,18,21.0,0.24
Lakeland,Kenney Gavin,2,71,23,0,0.00,0,2,.000,20,0.28,3,0.04,99,1.39,25,258,0,0,0,0.00
Lakeland,Green Drew,4,72,23,2,0.03,1,10,.100,18,0.25,2,0.03,89,1.24,28,291,0,0,0,0.00
Lakeland,Zamora Alex,5,20,12,1,0.05,4,7,-.429,1,0.05,2,0.10,7,0.35,0,7,0,0,0,0.00
Lakeland,Busalacchi Ben,6,86,24,258,3.00,185,722,.101,24,0.28,43,0.50,148,1.72,31,514,11,23,34.0,0.40
Lakeland,Weinrich Eli,9,64,22,37,0.58,29,123,.065,6,0.09,11,0.17,77,1.20,14,184,0,0,0,0.00
Lakeland,Burgos Alex,10,13,11,1,0.08,0,2,.500,9,0.69,0,0.00,4,0.31,0,2,0,0,0,0.00
Lakeland,Matijevic Tim,12,70,20,56,0.80,21,155,.226,4,0.06,6,0.09,23,0.33,1,9,8,27,35.0,0.50
Lakeland,Donohue Jakob,13,68,22,34,0.50,6,70,.400,2,0.03,8,0.12,13,0.19,0,2,5,34,39.0,0.57
Lakeland,Carrillo Martin,16,54,21,1,0.02,1,10,.000,138,2.56,4,0.07,24,0.44,1,4,1,3,4.0,0.07
Lakeland,Everts Levi,18,66,22,75,1.14,55,261,.077,6,0.09,15,0.23,45,0.68,7,69,2,9,11.0,0.17
Lakeland,Anderson Chase,19,87,24,35,0.40,16,128,.148,515,5.92,13,0.15,108,1.24,0,3,1,14,15.0,0.17
Lakeland,Kenney Colin,20,71,22,111,1.56,84,325,.083,4,0.06,21,0.30,54,0.76,13,130,6,28,34.0,0.48
Lakeland,Davis-Troller Jordan,22,21,9,13,0.62,6,31,.226,0,0.00,3,0.14,8,0.38,0,3,0,10,10.0,0.48
Lakeland,Vance Isaiah,23,9,5,1,0.11,3,7,-.286,0,0.00,0,0.00,2,0.22,0,0,0,2,2.0,0.22
Mount St Vincent,Ibitayo Olatomiwa,4,72,25,65,0.90,33,175,.183,3,0.04,1,0.01,15,0.21,1,1,8,23,31.0,0.43
Mount St Vincent,Martinez Carlos,5,61,25,0,0.00,0,0,0,2,0.03,6,0.10,15,0.25,2,5,0,0,0,0.00
Mount St Vincent,Rose James,6,69,25,121,1.75,100,333,.063,5,0.07,24,0.35,100,1.45,8,319,0,8,8.0,0.12
Mount St Vincent,7,7,1,1,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0.00
Mount St Vincent,Santana Angel,7,3,1,2,0.67,4,8,-.250,0,0.00,0,0.00,0,0.00,0,0,1,1,2.0,0.67
Mount St Vincent,Baranacos Matthew,8,27,12,3,0.11,5,26,-.077,55,2.04,3,0.11,14,0.52,0,0,0,2,2.0,0.07
Mount St Vincent,Paulino Felix,9,83,26,1,0.01,14,42,-.310,40,0.48,1,0.01,287,3.46,31,558,0,0,0,0.00
Mount St Vincent,Schools Sean,10,21,11,6,0.29,10,20,-.200,0,0.00,0,0.00,13,0.62,8,29,0,0,0,0.00
Mount St Vincent,Strehle Terence,10,78,25,145,1.86,93,462,.113,124,1.59,31,0.40,122,1.56,18,241,4,19,23.0,0.29
Mount St Vincent,Howard Kieran,12,12,8,2,0.17,5,26,-.115,0,0.00,0,0.00,5,0.42,0,4,0,3,3.0,0.25
Mount St Vincent,Thompson Kyle,13,38,14,98,2.58,52,249,.185,5,0.13,12,0.32,32,0.84,7,96,0,3,3.0,0.08
Mount St Vincent,D'Amelio Cris,15,10,6,0,0.00,0,0,0,0,0.00,5,0.50,2,0.20,1,5,0,0,0,0.00
Mount St Vincent,Llardi Pat,15,4,2,0,0.00,1,2,-.500,17,4.25,0,0.00,10,2.50,0,0,0,2,2.0,0.50
Mount St Vincent,Verdeflor Francis,16,15,10,7,0.47,7,23,.000,3,0.20,3,0.20,13,0.87,4,25,0,1,1.0,0.07
