Team,Name,Number,Sets Played,Matches Played,Kills,Kills/Set,Errors,Total Attempts,Hitting Percentage,Assists,Assists/Set,Service Aces,Service Aces/Set,Digs,Digs/Set,Receptions Errors,Receptions,Block Solo,Block Assist,Total Blocks,Blocks/Set
Arcadia,Riley Kodidek,9,82,24,40,0.49,20,112,.179,715,8.72,23,0.28,178,2.17,3,14,5,30,35.0,0.43
Arcadia,Daniel Lee,10,4,3,0,0.00,0,0,0,10,2.50,1,0.25,1,0.25,0,1,0,0,0,0.00
Arcadia,Harrison McCleery,11,6,5,1,0.17,1,3,.000,1,0.17,0,0.00,0,0.00,0,0,0,2,2.0,0.33
Arcadia,Ellis Vasquez,12,28,14,14,0.50,11,48,.063,5,0.18,3,0.11,17,0.61,9,63,1,0,1.0,0.04
Arcadia,Josh Clendening,14,84,25,198,2.36,84,532,.214,7,0.08,32,0.38,84,1.00,1,15,7,34,41.0,0.49
Arcadia,Tucker Elicio,16,87,25,169,1.94,52,420,.279,23,0.26,18,0.21,81,0.93,41,342,4,31,35.0,0.40
Arcadia,John Valencia,23,76,23,1,0.01,1,4,.000,3,0.04,4,0.05,43,0.57,10,116,0,0,0,0.00
Arcadia,John Eisenlauer,24,8,4,2,0.25,1,8,.125,26,3.25,1,0.13,4,0.50,0,0,1,4,5.0,0.63
Arcadia,Jayden Wacaster,27,27,13,8,0.30,5,25,.120,2,0.07,2,0.07,21,0.78,2,20,0,5,5.0,0.19
Eastern,Aaron Birkmire,1,27,16,0,0.00,2,6,-.333,60,2.22,3,0.11,12,0.44,0,0,0,0,0,0.00
Eastern,Max Bagileo,2,89,25,121,1.36,41,311,.257,8,0.09,10,0.11,34,0.38,1,3,3,29,32.0,0.36
Eastern,Symir Byrd,3,83,25,124,1.49,96,358,.078,10,0.12,21,0.25,166,2.00,23,431,1,15,16.0,0.19
Eastern,Gustavo Ferreiro,4,3,2,0,0.00,0,0,0,0,0.00,0,0.00,7,2.33,0,6,0,0,0,0.00
Eastern,Max Bushong,6,80,24,3,0.04,0,14,.214,32,0.40,0,0.00,151,1.89,24,416,0,0,0,0.00
Eastern,Josiah Cash,7,87,24,95,1.09,42,229,.231,9,0.10,7,0.08,23,0.26,0,2,23,51,74.0,0.85
Eastern,Tyler Younger,8,37,21,31,0.84,19,73,.164,3,0.08,10,0.27,28,0.76,7,92,2,5,7.0,0.19
Eastern,Kaodi Wokocha,11,89,25,264,2.97,102,628,.258,9,0.10,27,0.30,168,1.89,20,468,11,21,32.0,0.36
Eastern,Connor Tucholski,12,87,24,178,2.05,49,409,.315,5,0.06,0,0.00,44,0.51,2,30,18,25,43.0,0.49
Eastern,Colby Arvesen,13,84,25,88,1.05,51,236,.157,6,0.07,14,0.17,26,0.31,1,18,9,32,41.0,0.49
Eastern,Kadin Kolstad,19,55,23,9,0.16,8,31,.032,29,0.53,13,0.24,13,0.24,6,33,0,3,3.0,0.05
Eastern,Kino Tuitupou,21,21,12,8,0.38,6,20,.100,0,0.00,2,0.10,13,0.62,5,21,0,0,0,0.00
Eastern,Josh Hrabosky,24,81,24,3,0.04,3,15,.000,256,3.16,11,0.14,80,0.99,0,0,0,0,0,0.00
Eastern,Ronan Landis,32,85,24,9,0.11,5,54,.074,426,5.01,22,0.26,97,1.14,0,1,1,3,4.0,0.05
Hood,Brendan Stutz,2,50,17,23,0.46,24,90,-.011,1,0.02,2,0.04,7,0.14,0,0,2,12,14.0,0.28
Hood,Gael Bravo,4,77,23,34,0.44,11,132,.174,348,4.52,17,0.22,144,1.87,0,9,0,2,2.0,0.03
Hood,Zander Kirchner,5,73,22,40,0.55,29,128,.086,4,0.05,19,0.26,30,0.41,2,13,2,25,27.0,0.37
Hood,Jayceon White,6,78,23,14,0.18,34,94,-.213,25,0.32,1,0.01,112,1.44,49,410,2,6,8.0,0.10
Hood,Justin Browne,7,54,18,9,0.17,6,47,.064,22,0.41,6,0.11,68,1.26,19,236,0,0,0,0.00
Hood,Charles Casas,8,75,23,274,3.65,172,749,.136,8,0.11,26,0.35,116,1.55,30,368,6,13,19.0,0.25
Hood,Cameron Nugent,9,73,22,9,0.12,11,48,-.042,197,2.70,17,0.23,48,0.66,0,6,0,3,3.0,0.04
Hood,Alex Barton,11,62,21,20,0.32,18,79,.025,3,0.05,16,0.26,17,0.27,0,9,1,23,24.0,0.39
Hood,Blake Catts,12,73,22,75,1.03,74,260,.004,8,0.11,6,0.08,35,0.48,2,23,4,17,21.0,0.29
Hood,Sean Seely,16,77,23,188,2.44,135,531,.100,16,0.21,23,0.30,126,1.64,26,387,2,13,15.0,0.19
Kings College PA,Alex Martellacci,1,67,24,54,0.81,18,141,.255,5,0.07,5,0.07,45,0.67,13,116,5,4,9.0,0.13
Kings College PA,David Hernandez,2,53,20,0,0.00,0,2,.000,0,0.00,10,0.19,13,0.25,2,18,0,0,0,0.00
Kings College PA,Logan Place,3,52,20,81,1.56,42,209,.187,2,0.04,1,0.02,22,0.42,5,67,6,10,16.0,0.31
Kings College PA,Aiden Glasgow,4,75,24,1,0.01,5,19,-.211,62,0.83,3,0.04,155,2.07,31,308,0,2,2.0,0.03
Kings College PA,Shawn Hill,5,5,3,3,0.60,1,5,.400,0,0.00,0,0.00,0,0.00,1,3,0,0,0,0.00
Kings College PA,Logan Aikens,8,48,20,32,0.67,17,85,.176,7,0.15,1,0.02,8,0.17,3,12,7,22,29.0,0.60
Kings College PA,Mason Lesher,10,77,24,1,0.01,1,8,.000,10,0.13,10,0.13,88,1.14,19,221,0,1,1.0,0.01
Kings College PA,Rich Alvarez,11,31,11,27,0.87,14,72,.181,1,0.03,2,0.06,9,0.29,0,6,7,17,24.0,0.77
Kings College PA,Luke Hammond,13,44,17,6,0.14,5,21,.048,1,0.02,6,0.14,5,0.11,1,17,0,0,0,0.00
Kings College PA,Greg Bousquet,17,74,24,176,2.38,79,448,.217,13,0.18,11,0.15,126,1.70,13,143,19,25,44.0,0.59
Kings College PA,Antonio Tavarez,18,24,14,15,0.63,7,38,.211,3,0.13,0,0.00,5,0.21,0,2,2,1,3.0,0.13
Kings College PA,Ben Maskiell,19,71,23,48,0.68,15,126,.262,567,7.99,47,0.66,98,1.38,0,5,3,11,14.0,0.20
Kings College PA,Logan Dougherty,21,75,23,275,3.67,85,596,.319,37,0.49,22,0.29,111,1.48,18,286,12,15,27.0,0.36
Kings College PA,Gavin Gilhool,22,75,24,61,0.81,31,167,.180,10,0.13,19,0.25,33,0.44,0,14,22,30,52.0,0.69
Messiah,Todd Snyder,1,76,22,127,1.67,33,240,.392,5,0.07,17,0.22,25,0.33,0,3,16,46,62.0,0.82
Messiah,Seth Graybill,3,81,23,0,0.00,1,5,-.200,7,0.09,2,0.02,84,1.04,4,70,0,0,0,0.00
Messiah,Alex Kagoro,4,74,22,309,4.18,117,663,.290,23,0.31,21,0.28,115,1.55,19,365,11,9,20.0,0.27
Messiah,Brayden Parks,5,43,14,44,1.02,8,69,.522,3,0.07,21,0.49,18,0.42,0,1,1,2,3.0,0.07
Messiah,Sean Gillespie,6,36,18,35,0.97,19,91,.176,5,0.14,6,0.17,26,0.72,1,63,1,3,4.0,0.11
Messiah,Ethan Espenshade,7,13,9,5,0.38,4,20,.050,0,0.00,3,0.23,10,0.77,3,27,1,0,1.0,0.08
Messiah,Tyler McConnell,8,77,22,179,2.32,64,379,.303,40,0.52,18,0.23,135,1.75,18,283,6,17,23.0,0.30
Messiah,Brandon Sharp,9,76,22,42,0.55,3,80,.488,760,10.00,7,0.09,145,1.91,2,8,5,35,40.0,0.53
Messiah,Jonathan Nixon,10,18,9,0,0.00,0,2,.000,45,2.50,2,0.11,4,0.22,0,0,2,1,3.0,0.17
Messiah,Jacob Hamm,11,68,20,123,1.81,41,271,.303,8,0.12,0,0.00,23,0.34,0,0,0,24,24.0,0.35
Messiah,Seth Rajnic,12,12,9,7,0.58,2,14,.357,0,0.00,0,0.00,1,0.08,1,1,1,0,1.0,0.08
Messiah,Conner Stauffer,15,80,22,8,0.10,3,24,.208,24,0.30,1,0.01,185,2.31,25,504,0,0,0,0.00
Messiah,Cooper Henseler,16,12,8,1,0.08,0,6,.167,62,5.17,1,0.08,11,0.92,0,1,0,0,0,0.00
Messiah,Jake Eby,18,23,11,35,1.52,11,64,.375,2,0.09,1,0.04,10,0.43,0,4,4,5,9.0,0.39
Messiah,Ryan Givens,22,70,20,146,2.09,30,274,.423,2,0.03,20,0.29,22,0.31,0,0,11,39,50.0,0.71
Messiah,Lucas Plumey,23,26,12,0,0.00,4,4,-1.000,0,0.00,2,0.08,5,0.19,0,2,0,1,1.0,0.04
Messiah,Ethan Earhart,24,15,8,17,1.13,7,34,.294,0,0.00,1,0.07,2,0.13,0,0,2,2,4.0,0.27
Misericordia,Tyler Knoop,3,16,8,12,0.75,4,30,.267,0,0.00,3,0.19,2,0.13,1,2,0,9,9.0,0.56
Misericordia,Jackson Fehnel,4,110,29,58,0.53,21,139,.266,47,0.43,3,0.03,210,1.91,28,676,2,4,6.0,0.05
Misericordia,Will Stiles,5,5,5,0,0.00,0,0,0,0,0.00,0,0.00,2,0.40,1,6,0,0,0,0.00
Misericordia,Benjamin Clendening,6,100,27,106,1.06,15,205,.444,13,0.13,12,0.12,27,0.27,0,1,11,109,120.0,1.20
Misericordia,Richie Ragonese,7,62,23,1,0.02,0,1,1.000,9,0.15,5,0.08,53,0.85,7,150,0,0,0,0.00
Misericordia,Gannon DeFrain,8,109,29,27,0.25,13,96,.146,1058,9.71,23,0.21,191,1.75,2,13,4,33,37.0,0.34
Misericordia,Logan Romeika,9,50,22,29,0.58,19,69,.145,5,0.10,14,0.28,30,0.60,2,85,0,3,3.0,0.06
Misericordia,Isaac Griffin,10,22,11,32,1.45,3,52,.558,1,0.05,0,0.00,4,0.18,0,2,1,7,8.0,0.36
Misericordia,Isaac Drake,11,6,3,12,2.00,4,23,.348,0,0.00,0,0.00,0,0.00,1,9,0,2,2.0,0.33
Misericordia,Jared Piontkowski,13,106,28,443,4.18,148,1001,.295,4,0.04,28,0.26,148,1.40,0,1,6,74,80.0,0.75
Misericordia,Anthony DePalma,15,105,28,341,3.25,110,801,.288,46,0.44,41,0.39,172,1.64,24,677,5,47,52.0,0.50
Misericordia,Connor McGee,16,8,5,1,0.13,1,3,.000,0,0.00,1,0.13,6,0.75,1,7,0,0,0,0.00
Misericordia,Peter Breski,17,12,9,3,0.25,1,9,.222,49,4.08,2,0.17,7,0.58,0,0,0,2,2.0,0.17
Misericordia,Andrew George,21,11,8,8,0.73,2,17,.353,0,0.00,2,0.18,3,0.27,0,8,0,1,1.0,0.09
Misericordia,Noah Reen,22,21,12,11,0.52,15,38,-.105,0,0.00,2,0.10,9,0.43,0,0,0,4,4.0,0.19
Misericordia,Thomas Young,24,78,20,159,2.04,65,414,.227,14,0.18,21,0.27,118,1.51,15,349,5,32,37.0,0.47
Misericordia,Matt Albrecht,25,109,30,4,0.04,1,8,.375,0,0.00,22,0.20,14,0.13,0,0,0,0,0,0.00
Misericordia,Joe Kozak,33,98,26,109,1.11,30,212,.373,1,0.01,1,0.01,7,0.07,0,4,8,50,58.0,0.59
Stevens,Brandon Rogers,1,8,4,13,1.63,4,25,.360,0,0.00,0,0.00,4,0.50,0,0,0,6,6.0,0.75
Stevens,Tyler Hoke,3,61,19,87,1.43,8,178,.444,3,0.05,3,0.05,19,0.31,0,4,8,38,46.0,0.75
Stevens,Phu-Quy Ho,5,41,16,2,0.05,0,6,.333,22,0.54,0,0.00,57,1.39,8,149,0,0,0,0.00
Stevens,Phillip Bone,6,42,15,72,1.71,36,193,.187,9,0.21,10,0.24,87,2.07,14,210,1,6,7.0,0.17
Stevens,Esteban Schmitt,7,33,13,42,1.27,9,83,.398,7,0.21,3,0.09,14,0.42,0,3,3,25,28.0,0.85
Stevens,Cade Allen,8,13,6,21,1.62,7,49,.286,1,0.08,0,0.00,4,0.31,0,0,1,3,4.0,0.31
Stevens,Titus Rodz,9,17,8,9,0.53,5,22,.182,6,0.35,2,0.12,26,1.53,0,46,0,0,0,0.00
Stevens,Kevin Herbst,10,40,16,4,0.10,0,8,.500,135,3.38,5,0.13,33,0.83,0,0,0,1,1.0,0.03
Stevens,Carver Weirick,11,32,13,64,2.00,31,159,.208,4,0.13,3,0.09,54,1.69,5,150,3,7,10.0,0.31
Stevens,Ryan Schmid,12,49,17,88,1.80,30,222,.261,2,0.04,1,0.02,18,0.37,0,0,2,18,20.0,0.41
Stevens,Joshua Levandoske,13,43,16,78,1.81,14,187,.342,11,0.26,4,0.09,57,1.33,8,166,2,11,13.0,0.30
Stevens,Greg Li,15,58,19,84,1.45,20,168,.381,13,0.22,9,0.16,31,0.53,0,4,8,31,39.0,0.67
Stevens,Jesse Knuckles,16,56,17,1,0.02,2,5,-.200,35,0.63,0,0.00,133,2.38,12,263,0,0,0,0.00
Stevens,Sebastian Huyke,17,67,19,29,0.43,15,81,.173,492,7.34,9,0.13,145,2.16,2,2,0,13,13.0,0.19
Stevens,Koby Sherman,18,63,18,235,3.73,79,484,.322,4,0.06,9,0.14,46,0.73,0,7,10,34,44.0,0.70
Stevens,Nick Schmidt,19,52,18,0,0.00,1,7,-.143,186,3.58,8,0.15,61,1.17,0,2,0,0,0,0.00
Stevens,Quinn Bozarth,20,10,5,2,0.20,0,3,.667,38,3.80,0,0.00,5,0.50,0,0,0,0,0,0.00
Stevens,Alex Olcott,21,58,16,136,2.34,53,367,.226,13,0.22,8,0.14,103,1.78,17,311,5,12,17.0,0.29
Stevens,Tyler Christensen,23,47,19,0,0.00,0,1,.000,0,0.00,5,0.11,9,0.19,0,0,0,0,0,0.00
Stevens,Bennett Heydorn,25,38,16,69,1.82,35,154,.221,2,0.05,7,0.18,16,0.42,0,23,2,7,9.0,0.24
Stevens,Dominic Ambrose,27,6,3,3,0.50,1,5,.400,1,0.17,0,0.00,1,0.17,0,10,0,1,1.0,0.17
Stevens,Hunter Schmidt,30,27,12,30,1.11,5,58,.431,0,0.00,3,0.11,10,0.37,0,0,2,23,25.0,0.93
Stevenson,Tim Flanagan,2,61,17,251,4.11,73,561,.317,11,0.18,20,0.33,105,1.72,9,273,10,18,28.0,0.46
Stevenson,Jacob Sledz,3,58,18,12,0.21,3,23,.391,3,0.05,18,0.31,25,0.43,4,89,1,0,1.0,0.02
Stevenson,Doug Hines,4,35,12,7,0.20,5,23,.087,282,8.06,2,0.06,39,1.11,1,1,0,5,5.0,0.14
Stevenson,Ryan Thenell,5,57,17,165,2.89,82,413,.201,6,0.11,13,0.23,98,1.72,1,4,0,21,21.0,0.37
Stevenson,Tanner Laukhuff,6,21,10,47,2.24,26,119,.176,1,0.05,7,0.33,33,1.57,10,104,1,4,5.0,0.24
Stevenson,RC Getteau,7,45,14,48,1.07,20,110,.255,1,0.02,0,0.00,7,0.16,1,5,5,26,31.0,0.69
Stevenson,Jackson Bones,8,40,13,0,0.00,0,1,.000,0,0.00,6,0.15,21,0.53,2,17,0,0,0,0.00
Stevenson,Corwin Trouteaud,9,51,16,37,0.73,18,96,.198,6,0.12,3,0.06,13,0.25,1,1,9,25,34.0,0.67
Stevenson,Brian Farrell,10,12,3,21,1.75,12,43,.209,0,0.00,2,0.17,8,0.67,0,0,2,10,12.0,1.00
Stevenson,Adam DeRubertis,11,34,11,10,0.29,9,25,.040,0,0.00,13,0.38,18,0.53,0,30,0,0,0,0.00
Stevenson,Lance Simon,12,9,4,0,0.00,0,0,0,1,0.11,0,0.00,13,1.44,2,24,0,0,0,0.00
Stevenson,Kyle Dietrich,14,7,4,0,0.00,0,0,0,0,0.00,1,0.14,0,0.00,0,1,0,0,0,0.00
Stevenson,Connor Roth,16,37,13,6,0.16,2,19,.211,321,8.68,10,0.27,33,0.89,2,2,1,5,6.0,0.16
Stevenson,Adam Sawyers,17,34,12,29,0.85,18,76,.145,2,0.06,0,0.00,8,0.24,1,4,2,19,21.0,0.62
Stevenson,18,18,3,1,10,3.33,6,25,.160,1,0.33,0,0.00,6,2.00,0,15,1,0,1.0,0.33
Stevenson,Anthony Pezzino,18,49,16,128,2.61,87,350,.117,10,0.20,5,0.10,96,1.96,14,308,2,19,21.0,0.43
Stevenson,JD Sarmuksnis,19,53,15,1,0.02,1,7,.000,24,0.45,0,0.00,116,2.19,20,321,0,0,0,0.00
Stevenson,Kevin Kouchoukos,21,9,4,0,0.00,2,6,-.333,51,5.67,3,0.33,2,0.22,0,0,0,1,1.0,0.11
Stevenson,Ben Grove,23,11,5,18,1.64,9,33,.273,0,0.00,0,0.00,0,0.00,0,1,1,7,8.0,0.73
Widener,Christian Wannamaker,1,70,20,122,1.74,66,295,.190,13,0.19,18,0.26,72,1.03,18,387,4,21,25.0,0.36
Widener,Izaiah Rivera,2,31,14,42,1.35,20,92,.239,0,0.00,14,0.45,24,0.77,2,2,1,6,7.0,0.23
Widener,Jason Sandberg,3,83,24,11,0.13,6,33,.152,176,2.12,27,0.33,31,0.37,4,22,0,10,10.0,0.12
Widener,Anioma Njokanma,4,48,17,33,0.69,14,69,.275,2,0.04,1,0.02,13,0.27,0,1,4,31,35.0,0.73
Widener,Kevin Stubbs,5,29,15,5,0.17,8,24,-.125,6,0.21,1,0.03,26,0.90,8,60,0,0,0,0.00
Widener,Jarrett Edwards,6,54,19,0,0.00,0,0,0,10,0.19,0,0.00,57,1.06,17,217,0,0,0,0.00
Widener,Matthew Christ,7,75,23,221,2.95,63,492,.321,12,0.16,30,0.40,113,1.51,8,36,3,23,26.0,0.35
Widener,Yavan Patel,8,10,7,8,0.80,3,24,.208,2,0.20,1,0.10,4,0.40,0,12,1,0,1.0,0.10
Widener,Brian Connelly,10,15,7,0,0.00,0,0,0,2,0.13,0,0.00,9,0.60,3,34,0,0,0,0.00
Widener,Stephen Marquis,11,80,24,132,1.65,40,250,.368,9,0.11,16,0.20,30,0.38,0,5,13,55,68.0,0.85
Widener,Benjamin Heist,12,53,17,0,0.00,7,9,-.778,30,0.57,0,0.00,69,1.30,26,292,0,0,0,0.00
Widener,Josh Akinwale,13,49,18,38,0.78,20,91,.198,1,0.02,2,0.04,10,0.20,1,2,12,33,45.0,0.92
Widener,Josh Matchett,14,73,22,76,1.04,31,185,.243,582,7.97,19,0.26,85,1.16,3,21,5,40,45.0,0.62
Widener,Kaden Massi,16,7,5,0,0.00,0,1,.000,0,0.00,0,0.00,2,0.29,3,24,0,0,0,0.00
Widener,Edric Loh,19,9,4,0,0.00,0,0,0,0,0.00,0,0.00,5,0.56,0,4,0,0,0,0.00
Widener,Michael Martino,20,81,24,239,2.95,103,573,.237,18,0.22,18,0.22,76,0.94,18,379,4,23,27.0,0.33
Wilkes,Lucas Mages,1,90,26,190,2.11,78,506,.221,7,0.08,6,0.07,65,0.72,5,25,10,27,37.0,0.41
Wilkes,Marcus Binner,2,24,10,10,0.42,15,43,-.116,5,0.21,6,0.25,13,0.54,1,2,3,8,11.0,0.46
Wilkes,Trey Tellier,3,19,12,3,0.16,6,20,-.150,0,0.00,7,0.37,8,0.42,1,12,0,0,0,0.00
Wilkes,Johnnathan Rocha,4,19,14,28,1.47,14,67,.209,0,0.00,0,0.00,4,0.21,0,0,3,6,9.0,0.47
Wilkes,Ryan McCorry,5,81,25,2,0.02,2,15,.000,13,0.16,20,0.25,98,1.21,14,248,0,0,0,0.00
Wilkes,Jacob Ruiz,6,25,14,51,2.04,30,146,.144,1,0.04,4,0.16,23,0.92,1,48,0,2,2.0,0.08
Wilkes,Joshua Conley,7,65,23,23,0.35,16,97,.072,456,7.02,12,0.18,93,1.43,0,4,7,16,23.0,0.35
Wilkes,James Brust,8,49,20,11,0.22,6,52,.096,290,5.92,7,0.14,72,1.47,1,4,0,8,8.0,0.16
Wilkes,Jacob Mages,9,90,26,72,0.80,37,203,.172,6,0.07,12,0.13,44,0.49,0,13,15,50,65.0,0.72
Wilkes,Aaron Ladd,10,48,15,68,1.42,31,154,.240,3,0.06,5,0.10,28,0.58,0,4,6,16,22.0,0.46
Wilkes,Aaron Ladd,10,5,2,1,0.20,3,11,-.182,0,0.00,3,0.60,1,0.20,0,0,1,2,3.0,0.60
Wilkes,Evanston Myers,12,27,11,13,0.48,10,47,.064,2,0.07,5,0.19,6,0.22,0,1,3,22,25.0,0.93
Wilkes,Sam Winter,13,67,23,0,0.00,1,3,-.333,16,0.24,2,0.03,74,1.10,9,217,0,0,0,0.00
Wilkes,Jackson Shafer,14,89,26,335,3.76,132,881,.230,16,0.18,31,0.35,170,1.91,28,401,11,27,38.0,0.43
Wilkes,Aidan Hunter,15,74,25,103,1.39,66,311,.119,4,0.05,0,0.00,37,0.50,17,172,6,12,18.0,0.24
Wilkes,Jacob Haller,17,40,17,3,0.08,4,13,-.077,3,0.08,4,0.10,15,0.38,5,24,0,2,2.0,0.05
Wilkes,Alex Derk,19,89,26,1,0.01,1,13,.000,39,0.44,0,0.00,169,1.90,26,515,0,1,1.0,0.01
CCNY,Shakib Delowar,1,3,3,0,0.00,1,1,-1.000,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0.00
CCNY,Brandon Green,3,63,20,81,1.29,46,202,.173,1,0.02,5,0.08,21,0.33,6,10,3,14,17.0,0.27
CCNY,Reng Chen,4,61,20,74,1.21,86,304,-.039,47,0.77,21,0.34,73,1.20,49,355,0,4,4.0,0.07
CCNY,Anirudha Das,6,23,15,3,0.13,8,18,-.278,0,0.00,0,0.00,12,0.52,3,14,0,2,2.0,0.09
CCNY,Gabriel Linus,7,9,6,8,0.89,12,35,-.114,2,0.22,0,0.00,5,0.56,0,0,1,2,3.0,0.33
CCNY,8,8,4,1,7,1.75,4,23,.130,1,0.25,3,0.75,7,1.75,1,21,0,1,1.0,0.25
CCNY,Nana Boateng,8,57,18,112,1.96,91,403,.052,11,0.19,26,0.46,94,1.65,34,333,2,6,8.0,0.14
CCNY,Carlos Garcia,9,2,2,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0.00
CCNY,Alex Ma,10,62,19,1,0.02,7,20,-.300,49,0.79,11,0.18,109,1.76,67,366,0,0,0,0.00
CCNY,Amir Nabiyev,12,40,14,37,0.93,33,127,.031,4,0.10,8,0.20,23,0.58,6,8,4,9,13.0,0.33
CCNY,Alex Abraham,15,62,19,76,1.23,54,299,.074,2,0.03,19,0.31,95,1.53,11,108,5,9,14.0,0.23
CCNY,Mahmoud Tayeh,16,47,15,38,0.81,22,135,.119,4,0.09,10,0.21,18,0.38,2,4,14,9,23.0,0.49
CCNY,Kyrylo Vysotskyy,17,53,17,10,0.19,18,63,-.127,294,5.55,11,0.21,65,1.23,1,5,3,7,10.0,0.19
Baruch,Argjend Osmanaj,1,50,17,102,2.04,63,275,.142,13,0.26,10,0.20,47,0.94,2,38,2,15,17.0,0.34
Baruch,Ari Osmanaj,2,70,22,118,1.69,32,239,.360,15,0.21,17,0.24,25,0.36,0,3,7,46,53.0,0.76
Baruch,Raymond Yu,3,12,8,4,0.33,0,8,.500,19,1.58,2,0.17,11,0.92,0,0,0,0,0,0.00
Baruch,Kory Lingenfelter,5,61,22,80,1.31,39,189,.217,10,0.16,13,0.21,64,1.05,5,118,0,13,13.0,0.21
Baruch,Kairos Liang,6,26,13,34,1.31,17,82,.207,9,0.35,6,0.23,21,0.81,5,72,1,4,5.0,0.19
Baruch,Peter Gavroff,7,55,18,171,3.11,70,407,.248,21,0.38,30,0.55,79,1.44,6,203,3,25,28.0,0.51
Baruch,Zachary Yao,8,42,16,23,0.55,10,54,.241,3,0.07,7,0.17,17,0.40,0,2,0,19,19.0,0.45
